loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,Income_to_Loan,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,loan_status1
3691,0,Graduate,Yes,5800000,21800000,0.266055046,2,561,4400000,7200000,15000000,4200000,Approved,1
3692,5,Graduate,Yes,2400000,6900000,0.347826087,20,725,1700000,400000,8800000,2400000,Approved,1
3693,1,Not Graduate,Yes,8100000,27600000,0.293478261,16,438,1000000,10500000,32200000,8000000,Rejected,0
3694,5,Graduate,Yes,5400000,21400000,0.252336449,12,399,4000000,9700000,12400000,6800000,Rejected,0
3695,0,Graduate,No,1400000,5400000,0.259259259,8,592,4100000,400000,4300000,800000,Approved,1
3696,2,Not Graduate,No,2500000,8600000,0.290697674,8,835,2500000,4000000,7700000,1300000,Approved,1
3697,0,Not Graduate,Yes,1600000,5300000,0.301886792,4,733,400000,2100000,5500000,1100000,Approved,1
3698,0,Not Graduate,No,3700000,10600000,0.349056604,20,484,5800000,1300000,13900000,3500000,Rejected,0
3699,5,Not Graduate,Yes,500000,1800000,0.277777778,20,615,500000,700000,1100000,300000,Approved,1
3700,3,Not Graduate,Yes,5300000,19500000,0.271794872,4,591,13200000,4700000,19800000,7900000,Approved,1
3701,0,Graduate,Yes,2800000,6800000,0.411764706,12,349,4100000,2000000,11100000,1400000,Rejected,0
3702,1,Graduate,Yes,9600000,29900000,0.321070234,18,478,18500000,15200000,38200000,9400000,Rejected,0
3703,4,Graduate,No,2200000,7800000,0.282051282,20,633,0,3900000,8400000,1900000,Approved,1
3704,1,Not Graduate,Yes,8400000,30900000,0.27184466,8,378,18600000,1000000,25900000,11100000,Rejected,0
3705,1,Not Graduate,No,2100000,5300000,0.396226415,20,461,1500000,3800000,8100000,1700000,Rejected,0
3706,2,Not Graduate,Yes,2800000,7000000,0.4,2,834,500000,2900000,8100000,1300000,Approved,1
3707,0,Not Graduate,No,2500000,5800000,0.431034483,20,671,7400000,500000,7500000,2000000,Approved,1
3708,3,Graduate,Yes,1700000,5800000,0.293103448,10,524,4100000,2900000,6600000,800000,Rejected,0
3709,3,Graduate,No,6100000,20700000,0.29468599,4,816,14900000,5400000,24200000,5900000,Approved,1
3710,3,Graduate,No,4100000,11700000,0.35042735,10,729,6900000,6200000,15400000,2100000,Approved,1
3711,5,Not Graduate,Yes,4500000,12700000,0.354330709,8,307,11000000,3800000,12600000,2700000,Rejected,0
3712,2,Graduate,Yes,5600000,19100000,0.293193717,8,350,2700000,1200000,14200000,4200000,Rejected,0
3713,3,Not Graduate,Yes,5800000,16600000,0.34939759,10,444,13300000,5900000,15000000,8500000,Rejected,0
3714,4,Not Graduate,No,8600000,26700000,0.322097378,10,895,2200000,8800000,22600000,6900000,Approved,1
3715,2,Graduate,No,2900000,10500000,0.276190476,20,708,4200000,600000,7700000,4300000,Approved,1
3716,2,Not Graduate,Yes,8300000,17600000,0.471590909,2,355,1000000,700000,28400000,6800000,Rejected,0
3717,5,Not Graduate,No,2400000,5100000,0.470588235,6,756,1500000,200000,5300000,3400000,Approved,1
3718,4,Graduate,No,5600000,12000000,0.466666667,4,719,5600000,2900000,14500000,3400000,Approved,1
3719,1,Graduate,Yes,9500000,35400000,0.268361582,14,439,400000,1200000,20200000,13500000,Rejected,0
3720,4,Not Graduate,Yes,4900000,15900000,0.308176101,10,668,10800000,8300000,14900000,2800000,Approved,1
3721,4,Not Graduate,Yes,5900000,16500000,0.357575758,2,765,13000000,9400000,20000000,3500000,Approved,1
3722,5,Graduate,Yes,500000,1500000,0.333333333,4,476,200000,200000,1100000,700000,Approved,1
3723,3,Graduate,No,7000000,21700000,0.322580645,14,781,5400000,8500000,19300000,9600000,Approved,1
3724,1,Not Graduate,No,3500000,12700000,0.275590551,4,350,5200000,6800000,12900000,1800000,Approved,1
3725,0,Graduate,No,5200000,12200000,0.426229508,16,783,5000000,2000000,11400000,5100000,Approved,1
3726,3,Graduate,Yes,6300000,19900000,0.316582915,12,770,1900000,2400000,15500000,3100000,Approved,1
3727,2,Not Graduate,No,8400000,28300000,0.296819788,10,822,1800000,16000000,33000000,4400000,Approved,1
3728,1,Not Graduate,Yes,7500000,22500000,0.333333333,14,469,12300000,9600000,16200000,4500000,Rejected,0
3729,2,Graduate,No,3300000,13000000,0.253846154,16,300,5500000,5900000,7400000,3100000,Rejected,0
3730,2,Not Graduate,No,8800000,22400000,0.392857143,14,692,21700000,5100000,18600000,10900000,Approved,1
3731,5,Graduate,No,200000,700000,0.285714286,18,707,-100000,100000,500000,200000,Approved,1
3732,5,Not Graduate,Yes,8000000,29100000,0.274914089,4,658,10600000,8600000,28800000,4600000,Approved,1
3733,3,Graduate,No,1000000,4000000,0.25,6,625,700000,100000,2800000,500000,Approved,1
3734,1,Graduate,No,9400000,26700000,0.352059925,10,343,7600000,2500000,28600000,13200000,Rejected,0
3735,5,Graduate,No,2100000,7300000,0.287671233,18,358,3700000,3200000,7200000,2200000,Rejected,0
3736,4,Graduate,Yes,5400000,11500000,0.469565217,20,705,14600000,3800000,13500000,6100000,Approved,1
3737,2,Graduate,Yes,4700000,15100000,0.311258278,8,799,9700000,2500000,10700000,4700000,Approved,1
3738,3,Graduate,No,8800000,33700000,0.261127596,12,397,17300000,16000000,22200000,8800000,Rejected,0
3739,5,Graduate,No,3200000,12200000,0.262295082,6,493,7700000,6200000,6700000,2100000,Rejected,0
3740,0,Graduate,Yes,7200000,21900000,0.328767123,4,446,17700000,10900000,24500000,7600000,Approved,1
3741,2,Not Graduate,Yes,2500000,7200000,0.347222222,16,315,5500000,3300000,4900000,2800000,Rejected,0
3742,5,Not Graduate,Yes,6900000,15700000,0.439490446,14,887,13800000,5300000,25200000,4500000,Approved,1
3743,5,Graduate,Yes,5700000,20500000,0.27804878,16,429,2800000,1900000,22400000,3900000,Rejected,0
3744,4,Graduate,Yes,5500000,15100000,0.364238411,18,673,10500000,8000000,13900000,7200000,Approved,1
3745,4,Not Graduate,Yes,9200000,29100000,0.316151203,10,731,14500000,8300000,35800000,5000000,Approved,1
3746,5,Graduate,Yes,5700000,11500000,0.495652174,2,732,15800000,3700000,15600000,5300000,Approved,1
3747,5,Graduate,Yes,5000000,16400000,0.304878049,14,525,13000000,9100000,15300000,3300000,Rejected,0
3748,4,Not Graduate,No,2300000,5500000,0.418181818,6,343,-100000,4100000,4800000,3200000,Rejected,0
3749,0,Not Graduate,Yes,3000000,11000000,0.272727273,16,331,8000000,4500000,6600000,2400000,Rejected,0
3750,0,Not Graduate,No,7900000,26200000,0.301526718,18,845,14200000,14700000,27400000,6300000,Approved,1
3751,2,Graduate,No,2000000,6200000,0.322580645,16,696,4100000,600000,5400000,1300000,Approved,1
3752,5,Not Graduate,No,2700000,8700000,0.310344828,14,772,2200000,2800000,7600000,3700000,Approved,1
3753,3,Graduate,Yes,6400000,15800000,0.405063291,18,628,6900000,2700000,24800000,5300000,Approved,1
3754,0,Not Graduate,Yes,8200000,19100000,0.429319372,2,764,22900000,8900000,20500000,4000000,Approved,1
3755,1,Graduate,No,2800000,6900000,0.405797101,14,553,400000,4900000,6800000,4200000,Approved,1
3756,1,Not Graduate,No,8900000,20000000,0.445,2,653,12700000,600000,17800000,9900000,Approved,1
3757,1,Not Graduate,No,5100000,20000000,0.255,4,506,7900000,8900000,20300000,6700000,Approved,1
3758,3,Graduate,No,2800000,8500000,0.329411765,20,431,6200000,1700000,7800000,2200000,Rejected,0
3759,2,Not Graduate,Yes,6100000,12300000,0.495934959,18,697,14100000,9100000,12600000,3500000,Approved,1
3760,2,Not Graduate,No,8400000,24500000,0.342857143,6,588,11000000,1300000,22900000,10400000,Approved,1
3761,1,Not Graduate,No,1600000,5600000,0.285714286,6,846,600000,2800000,4600000,1200000,Approved,1
3762,5,Graduate,No,4100000,11000000,0.372727273,14,379,6200000,1700000,8500000,5400000,Rejected,0
3763,1,Not Graduate,No,300000,700000,0.428571429,10,745,0,0,900000,100000,Approved,1
3764,3,Graduate,No,9600000,34500000,0.27826087,20,523,26100000,2600000,24300000,5300000,Rejected,0
3765,4,Graduate,Yes,8300000,25400000,0.326771654,4,624,22900000,4000000,24800000,5400000,Approved,1
3766,1,Graduate,No,4600000,16700000,0.275449102,16,407,13000000,6000000,9800000,2800000,Rejected,0
3767,3,Not Graduate,Yes,5600000,11600000,0.482758621,12,756,3300000,1800000,18400000,7800000,Approved,1
3768,3,Graduate,Yes,4100000,8300000,0.493975904,16,351,6000000,100000,11100000,2200000,Rejected,0
3769,3,Not Graduate,No,3700000,13400000,0.276119403,18,373,2800000,100000,13200000,2500000,Rejected,0
3770,4,Not Graduate,Yes,800000,2400000,0.333333333,2,461,1300000,1300000,2300000,300000,Approved,1
3771,4,Graduate,No,8100000,28100000,0.288256228,12,672,5600000,9200000,17200000,9500000,Approved,1
3772,2,Graduate,Yes,2700000,9500000,0.284210526,10,434,2700000,1500000,8100000,1800000,Rejected,0
3773,2,Not Graduate,Yes,7000000,21400000,0.327102804,12,541,3700000,1300000,19800000,9600000,Rejected,0
3774,3,Not Graduate,Yes,8100000,29300000,0.276450512,2,413,8100000,15100000,25500000,6400000,Approved,1
3775,1,Graduate,No,3200000,7600000,0.421052632,4,592,3000000,1400000,8100000,4700000,Approved,1
3776,4,Not Graduate,Yes,400000,1400000,0.285714286,10,665,300000,300000,1500000,200000,Approved,1
3777,1,Graduate,No,7800000,23900000,0.326359833,4,313,2600000,15300000,23000000,10900000,Approved,1
3778,0,Not Graduate,No,5800000,19600000,0.295918367,14,673,8900000,10700000,18000000,7200000,Approved,1
3779,0,Not Graduate,Yes,2600000,6000000,0.433333333,8,382,1700000,2200000,8200000,1600000,Rejected,0
3780,5,Not Graduate,No,5400000,21100000,0.255924171,12,661,15800000,10400000,20100000,5400000,Approved,1
3781,3,Graduate,Yes,600000,1700000,0.352941176,4,576,400000,100000,2100000,500000,Approved,1
3782,1,Graduate,No,600000,1200000,0.5,14,443,700000,1000000,2200000,800000,Rejected,0
3783,5,Graduate,Yes,9500000,21700000,0.437788018,16,307,27500000,2700000,28500000,9700000,Rejected,0
3784,4,Graduate,Yes,1900000,4800000,0.395833333,12,656,1500000,1600000,5400000,1700000,Approved,1
3785,1,Graduate,Yes,9800000,21200000,0.462264151,4,885,18000000,16400000,37300000,10800000,Approved,1
3786,3,Graduate,No,7800000,16600000,0.469879518,20,896,12400000,10800000,30500000,5500000,Approved,1
3787,5,Not Graduate,No,4900000,14100000,0.34751773,2,802,3300000,7500000,16100000,2700000,Approved,1
3788,3,Graduate,Yes,8300000,22700000,0.365638767,2,650,3600000,16000000,18000000,5800000,Approved,1
3789,4,Not Graduate,Yes,3900000,8900000,0.438202247,10,665,9300000,4000000,9200000,5300000,Approved,1
3790,2,Graduate,No,9000000,35700000,0.25210084,12,339,15200000,8400000,19500000,9000000,Rejected,0
3791,1,Not Graduate,No,9600000,32400000,0.296296296,20,447,15400000,18400000,19800000,4700000,Rejected,0
3792,5,Not Graduate,Yes,1000000,2400000,0.416666667,18,613,1600000,1300000,2600000,600000,Approved,1
3793,5,Graduate,No,2800000,7200000,0.388888889,16,424,900000,5000000,6100000,3200000,Rejected,0
3794,2,Not Graduate,No,8300000,20800000,0.399038462,6,667,19300000,4100000,25400000,6800000,Approved,1
3795,4,Not Graduate,Yes,6900000,18300000,0.37704918,18,715,8200000,600000,15000000,7500000,Approved,1
3796,5,Not Graduate,Yes,3800000,9100000,0.417582418,18,654,9000000,4000000,10200000,3000000,Approved,1
3797,2,Not Graduate,No,8000000,17800000,0.449438202,20,549,2400000,9700000,27400000,10800000,Rejected,0
3798,4,Graduate,Yes,9800000,29700000,0.32996633,4,373,11100000,5500000,37800000,10000000,Approved,1
3799,0,Graduate,Yes,2900000,7200000,0.402777778,16,332,3600000,5700000,7600000,3600000,Rejected,0
3800,4,Graduate,No,7900000,31500000,0.250793651,20,534,12400000,8500000,21600000,6400000,Rejected,0
3801,3,Not Graduate,No,4600000,17900000,0.25698324,8,396,10700000,4000000,12300000,2600000,Rejected,0
3802,2,Graduate,No,1000000,3700000,0.27027027,18,892,2200000,800000,3000000,500000,Approved,1
3803,5,Graduate,No,9000000,21300000,0.422535211,14,602,3400000,7700000,35400000,11000000,Approved,1
3804,0,Graduate,Yes,9400000,36100000,0.260387812,10,615,21200000,3800000,27400000,9100000,Approved,1
3805,5,Graduate,Yes,7400000,23300000,0.317596567,20,482,15700000,3600000,29100000,6800000,Rejected,0
3806,0,Graduate,No,6600000,20100000,0.328358209,16,397,19200000,7000000,17200000,8400000,Rejected,0
3807,0,Not Graduate,No,1300000,3400000,0.382352941,10,464,1200000,200000,3500000,1400000,Rejected,0
3808,0,Graduate,Yes,1100000,3400000,0.323529412,14,832,3200000,200000,4400000,1600000,Approved,1
3809,5,Graduate,No,9200000,34800000,0.264367816,12,802,22000000,11000000,19800000,12500000,Approved,1
3810,2,Graduate,No,7000000,23900000,0.292887029,18,628,13400000,6600000,25200000,7200000,Approved,1
3811,4,Graduate,No,5100000,18800000,0.271276596,10,694,6400000,5300000,13500000,4100000,Approved,1
3812,1,Not Graduate,Yes,3200000,9300000,0.344086022,20,741,3800000,3500000,6900000,2300000,Approved,1
3813,1,Not Graduate,Yes,3700000,10900000,0.339449541,14,748,3700000,2800000,13200000,4100000,Approved,1
3814,5,Graduate,No,3600000,12800000,0.28125,4,320,2500000,2900000,12600000,2900000,Approved,1
3815,1,Graduate,No,5600000,11700000,0.478632479,10,774,11000000,4300000,13100000,6500000,Approved,1
3816,0,Not Graduate,Yes,9500000,32000000,0.296875,2,500,8300000,9700000,24500000,5600000,Approved,1
3817,4,Not Graduate,No,1500000,4000000,0.375,18,706,0,2700000,4400000,1700000,Approved,1
3818,4,Not Graduate,No,7400000,18300000,0.404371585,10,601,16400000,12600000,28800000,6100000,Approved,1
3819,2,Graduate,No,6000000,17400000,0.344827586,16,806,1800000,2100000,20200000,3500000,Approved,1
3820,0,Graduate,Yes,3000000,9600000,0.3125,6,644,3900000,700000,10500000,3000000,Approved,1
3821,4,Graduate,Yes,6000000,12900000,0.465116279,14,723,700000,1600000,13600000,4100000,Approved,1
3822,5,Graduate,Yes,600000,1500000,0.4,12,509,1600000,100000,1900000,800000,Rejected,0
3823,0,Graduate,No,1800000,6600000,0.272727273,4,898,2400000,100000,4600000,1400000,Approved,1
3824,2,Graduate,Yes,5500000,12000000,0.458333333,2,567,7200000,4700000,11500000,7000000,Approved,1
3825,1,Graduate,No,1000000,2100000,0.476190476,6,715,2200000,1000000,2200000,1100000,Approved,1
3826,2,Not Graduate,Yes,1700000,3500000,0.485714286,10,854,5000000,2400000,3400000,1700000,Approved,1
3827,1,Graduate,Yes,3400000,12300000,0.276422764,8,523,6100000,4700000,8300000,2600000,Rejected,0
3828,1,Graduate,Yes,9600000,35900000,0.267409471,8,534,24500000,17700000,31900000,5400000,Rejected,0
3829,0,Not Graduate,Yes,2600000,7600000,0.342105263,18,470,700000,700000,5500000,2900000,Rejected,0
3830,1,Graduate,No,1600000,3500000,0.457142857,18,619,3200000,100000,6300000,1500000,Approved,1
3831,0,Graduate,Yes,4300000,12800000,0.3359375,20,572,8600000,2200000,11000000,6100000,Approved,1
3832,3,Graduate,No,1400000,3500000,0.4,16,365,2600000,2200000,2900000,1600000,Rejected,0
3833,0,Not Graduate,No,8000000,18000000,0.444444444,16,791,13900000,10300000,23400000,10600000,Approved,1
3834,4,Not Graduate,Yes,5000000,18100000,0.276243094,12,424,5200000,2000000,14500000,6100000,Rejected,0
3835,5,Graduate,No,4500000,10200000,0.441176471,12,726,2900000,8600000,17500000,4200000,Approved,1
3836,1,Graduate,No,3400000,9900000,0.343434343,2,736,3900000,4800000,10600000,4500000,Approved,1
3837,5,Graduate,Yes,5700000,12800000,0.4453125,14,488,13600000,1000000,13200000,5500000,Rejected,0
3838,2,Not Graduate,Yes,2600000,7600000,0.342105263,10,400,6800000,2800000,10100000,3200000,Rejected,0
3839,0,Graduate,Yes,4500000,12200000,0.368852459,20,311,11200000,5000000,12700000,2400000,Rejected,0
3840,2,Not Graduate,Yes,5100000,16800000,0.303571429,2,504,6400000,2700000,17100000,4400000,Approved,1
3841,4,Not Graduate,Yes,5100000,18600000,0.274193548,20,312,9600000,6000000,16500000,5500000,Rejected,0
3842,5,Graduate,Yes,1700000,6500000,0.261538462,14,587,1100000,1000000,6400000,1500000,Approved,1
3843,1,Not Graduate,No,5200000,10500000,0.495238095,20,317,3000000,8000000,19300000,5300000,Rejected,0
3844,4,Not Graduate,No,8400000,29000000,0.289655172,2,463,12700000,1100000,20100000,6700000,Approved,1
3845,1,Not Graduate,Yes,9000000,34000000,0.264705882,16,842,6300000,16900000,22900000,5800000,Approved,1
3846,4,Graduate,Yes,3400000,11800000,0.288135593,20,616,5000000,3300000,9900000,2900000,Approved,1
3847,1,Not Graduate,No,5400000,19400000,0.278350515,8,800,800000,6100000,19500000,3000000,Approved,1
3848,0,Graduate,Yes,700000,2100000,0.333333333,12,813,200000,1300000,2200000,500000,Approved,1
3849,2,Graduate,No,7600000,24800000,0.306451613,12,564,14000000,6200000,24700000,6700000,Approved,1
3850,2,Not Graduate,No,5000000,14700000,0.340136054,12,837,2200000,7200000,11700000,4800000,Approved,1
3851,5,Not Graduate,Yes,2500000,9400000,0.265957447,16,735,0,2200000,9500000,1700000,Approved,1
3852,4,Not Graduate,Yes,2000000,5200000,0.384615385,16,724,5200000,3800000,4600000,2800000,Approved,1
3853,5,Not Graduate,No,9000000,23900000,0.376569038,12,658,5700000,4600000,32100000,6100000,Approved,1
3854,5,Graduate,No,8300000,31800000,0.261006289,16,858,24600000,11100000,26300000,8500000,Approved,1
3855,0,Not Graduate,Yes,3100000,8500000,0.364705882,8,614,1700000,4600000,11000000,3300000,Approved,1
3856,2,Graduate,Yes,8500000,25600000,0.33203125,16,714,11400000,14800000,17200000,5700000,Approved,1
3857,2,Graduate,Yes,1200000,4600000,0.260869565,20,605,3600000,1500000,4600000,600000,Approved,1
3858,4,Graduate,Yes,2800000,5500000,0.509090909,8,875,6900000,4000000,6000000,3300000,Approved,1
3859,5,Graduate,Yes,2800000,10900000,0.256880734,6,359,5000000,3300000,7600000,3000000,Rejected,0
3860,5,Graduate,Yes,6500000,24100000,0.269709544,6,441,14100000,9600000,15300000,5200000,Rejected,0
3861,4,Graduate,No,8700000,25200000,0.345238095,18,790,25000000,9100000,18400000,8400000,Approved,1
3862,1,Not Graduate,Yes,5400000,13600000,0.397058824,4,821,11600000,8700000,19900000,5600000,Approved,1
3863,2,Not Graduate,No,8600000,33300000,0.258258258,16,375,19600000,11200000,25500000,11200000,Rejected,0
3864,3,Graduate,No,4700000,9600000,0.489583333,10,545,5200000,7200000,12000000,5300000,Rejected,0
3865,5,Not Graduate,Yes,1100000,3900000,0.282051282,4,891,1100000,200000,3400000,900000,Approved,1
3866,0,Graduate,No,6400000,14000000,0.457142857,8,486,5100000,12700000,23900000,3700000,Rejected,0
3867,0,Graduate,No,4300000,9900000,0.434343434,4,696,12400000,2100000,17000000,2100000,Approved,1
3868,5,Not Graduate,Yes,2900000,11100000,0.261261261,4,683,1700000,3900000,9400000,3300000,Approved,1
3869,5,Not Graduate,No,9600000,27100000,0.354243542,8,594,25500000,4600000,26800000,13300000,Approved,1
3870,3,Not Graduate,Yes,900000,2500000,0.36,20,529,900000,300000,3200000,700000,Rejected,0
3871,5,Not Graduate,No,8100000,26300000,0.307984791,4,429,3600000,8500000,22200000,6900000,Approved,1
3872,0,Not Graduate,Yes,8800000,25000000,0.352,4,400,11300000,4000000,23600000,9400000,Rejected,0
3873,0,Graduate,No,8800000,17500000,0.502857143,4,848,25400000,8200000,31600000,5100000,Approved,1
3874,1,Not Graduate,No,6400000,21500000,0.297674419,6,489,1600000,4600000,17600000,8900000,Rejected,0
3875,2,Graduate,No,2900000,6600000,0.439393939,10,326,8600000,2200000,7400000,3400000,Rejected,0
3876,5,Graduate,No,1600000,6100000,0.262295082,8,663,3900000,800000,6400000,1200000,Approved,1
3877,1,Not Graduate,No,1600000,5100000,0.31372549,18,729,2500000,2000000,6200000,900000,Approved,1
3878,2,Graduate,Yes,3100000,10700000,0.289719626,4,398,3100000,3000000,7400000,2000000,Approved,1
3879,2,Not Graduate,Yes,5600000,16700000,0.335329341,14,856,400000,10200000,14700000,5200000,Approved,1
3880,3,Graduate,Yes,8100000,19900000,0.407035176,20,347,22800000,14400000,29800000,5500000,Rejected,0
3881,3,Not Graduate,No,9100000,19300000,0.471502591,12,696,26200000,7700000,30100000,13300000,Approved,1
3882,0,Graduate,Yes,5500000,17100000,0.321637427,8,353,400000,200000,17100000,5200000,Rejected,0
3883,1,Graduate,Yes,9700000,34300000,0.282798834,20,756,15700000,18500000,26800000,14100000,Approved,1
3884,4,Graduate,No,2300000,5400000,0.425925926,16,490,6200000,3700000,5500000,2100000,Rejected,0
3885,1,Not Graduate,Yes,5600000,18000000,0.311111111,10,531,6500000,9000000,19800000,8400000,Rejected,0
3886,2,Not Graduate,Yes,4500000,16600000,0.271084337,4,679,10300000,3100000,11700000,5000000,Approved,1
3887,1,Graduate,Yes,500000,1800000,0.277777778,8,877,100000,200000,1100000,600000,Approved,1
3888,0,Graduate,No,4200000,11000000,0.381818182,20,817,6700000,2400000,11700000,6100000,Approved,1
3889,1,Not Graduate,No,9100000,23300000,0.39055794,18,792,800000,12600000,32100000,12400000,Approved,1
3890,4,Graduate,Yes,3200000,12800000,0.25,18,664,6300000,3400000,7600000,2100000,Approved,1
3891,4,Graduate,Yes,6200000,21300000,0.291079812,16,882,11800000,3500000,12900000,4100000,Approved,1
3892,3,Not Graduate,Yes,2500000,7700000,0.324675325,10,768,4500000,400000,8000000,2600000,Approved,1
3893,0,Graduate,No,9100000,27100000,0.335793358,12,787,24300000,2900000,34800000,9500000,Approved,1
3894,3,Graduate,Yes,500000,900000,0.555555556,12,538,0,700000,1500000,300000,Rejected,0
3895,4,Not Graduate,No,6900000,18000000,0.383333333,8,347,16400000,9300000,18300000,8700000,Rejected,0
3896,0,Graduate,Yes,1800000,5200000,0.346153846,16,317,4900000,1500000,4000000,1300000,Rejected,0
3897,0,Graduate,Yes,4000000,14500000,0.275862069,2,713,6200000,4900000,12200000,4700000,Approved,1
3898,1,Not Graduate,No,3900000,12300000,0.317073171,10,683,1000000,700000,11700000,2400000,Approved,1
3899,2,Not Graduate,Yes,8000000,28100000,0.284697509,18,765,24000000,10500000,17700000,8200000,Approved,1
3900,5,Graduate,No,900000,3200000,0.28125,10,803,1600000,1700000,2300000,800000,Approved,1
3901,0,Graduate,Yes,8200000,29700000,0.276094276,6,405,3900000,800000,23900000,5700000,Rejected,0
3902,5,Graduate,No,2300000,4900000,0.469387755,4,529,6200000,3900000,9200000,2000000,Rejected,0
3903,5,Graduate,Yes,6900000,19400000,0.355670103,6,801,10100000,9400000,17000000,5500000,Approved,1
3904,3,Not Graduate,No,8800000,30700000,0.286644951,12,707,15000000,100000,32800000,8000000,Approved,1
3905,1,Graduate,No,2600000,7200000,0.361111111,8,349,5900000,1400000,9400000,3000000,Rejected,0
3906,1,Graduate,No,3700000,8700000,0.425287356,20,885,6200000,3500000,10900000,2600000,Approved,1
3907,2,Graduate,Yes,6200000,23800000,0.260504202,4,489,2900000,7500000,21300000,3300000,Approved,1
3908,3,Graduate,Yes,1000000,2600000,0.384615385,6,341,2900000,1700000,3600000,1100000,Rejected,0
3909,1,Not Graduate,No,6000000,20000000,0.3,12,637,10800000,4300000,20000000,8600000,Approved,1
3910,1,Not Graduate,Yes,9100000,31400000,0.289808917,4,304,14100000,16700000,30200000,9600000,Approved,1
3911,1,Graduate,No,1700000,6700000,0.253731343,16,537,4300000,2900000,3500000,1100000,Rejected,0
3912,5,Not Graduate,Yes,1700000,4600000,0.369565217,12,503,900000,2200000,4800000,1200000,Rejected,0
3913,1,Graduate,No,7100000,14300000,0.496503497,12,720,4600000,500000,27300000,8400000,Approved,1
3914,5,Graduate,No,9400000,36800000,0.255434783,10,509,20700000,7400000,22400000,6300000,Rejected,0
3915,5,Not Graduate,No,6200000,16400000,0.37804878,6,360,900000,7200000,22400000,6300000,Rejected,0
3916,1,Graduate,No,8300000,31800000,0.261006289,16,818,23400000,7400000,32200000,8500000,Approved,1
3917,1,Graduate,Yes,8900000,21200000,0.419811321,8,716,5400000,9200000,23800000,7900000,Approved,1
3918,1,Graduate,Yes,6500000,14800000,0.439189189,12,360,3500000,2100000,15000000,7300000,Rejected,0
3919,3,Graduate,Yes,8100000,26700000,0.303370787,10,895,5100000,9800000,17100000,9900000,Approved,1
3920,2,Not Graduate,No,4900000,13500000,0.362962963,8,328,10500000,8100000,18300000,3400000,Rejected,0
3921,4,Graduate,No,9100000,26600000,0.342105263,2,812,23300000,11900000,33100000,10400000,Approved,1
3922,3,Graduate,Yes,9000000,33100000,0.271903323,16,456,23800000,7000000,26000000,7100000,Rejected,0
3923,4,Graduate,Yes,1300000,3900000,0.333333333,16,566,700000,200000,3400000,1600000,Approved,1
3924,1,Not Graduate,No,6700000,25000000,0.268,20,598,5300000,12900000,13600000,7000000,Approved,1
3925,5,Not Graduate,No,3200000,9300000,0.344086022,6,656,7000000,3200000,12700000,4200000,Approved,1
3926,0,Not Graduate,No,7500000,28700000,0.261324042,2,895,2000000,4100000,21500000,7200000,Approved,1
3927,3,Graduate,No,4900000,12800000,0.3828125,14,653,7300000,1000000,13000000,7200000,Approved,1
3928,1,Not Graduate,Yes,700000,1800000,0.388888889,16,641,2100000,400000,1600000,900000,Approved,1
3929,2,Graduate,No,6400000,16500000,0.387878788,8,544,12100000,6300000,15200000,5400000,Rejected,0
3930,0,Not Graduate,Yes,3900000,14100000,0.276595745,20,811,5700000,3600000,10500000,5300000,Approved,1
3931,4,Graduate,No,9700000,26900000,0.360594796,10,460,11400000,3900000,31400000,9300000,Rejected,0
3932,5,Graduate,Yes,3600000,12500000,0.288,12,795,10600000,2700000,11100000,4800000,Approved,1
3933,2,Graduate,Yes,3400000,10300000,0.330097087,4,745,4900000,4000000,10000000,3900000,Approved,1
3934,0,Not Graduate,No,9800000,20100000,0.487562189,16,606,6200000,800000,37300000,8700000,Approved,1
3935,1,Not Graduate,No,5100000,14200000,0.35915493,6,451,6100000,7600000,11400000,5600000,Rejected,0
3936,4,Graduate,Yes,5900000,11800000,0.5,8,479,11000000,1200000,15700000,3900000,Rejected,0
3937,5,Graduate,No,1200000,2400000,0.5,14,495,1800000,1800000,4100000,1300000,Rejected,0
3938,2,Not Graduate,No,9700000,30200000,0.321192053,14,769,23700000,13600000,26400000,7500000,Approved,1
3939,5,Not Graduate,Yes,4700000,11800000,0.398305085,4,639,3600000,700000,9400000,5500000,Approved,1
3940,5,Graduate,No,4200000,12500000,0.336,18,723,1200000,300000,12900000,6100000,Approved,1
3941,4,Graduate,No,9300000,26100000,0.356321839,16,623,11700000,10500000,21100000,10700000,Approved,1
3942,3,Not Graduate,Yes,5300000,20800000,0.254807692,6,487,9700000,3400000,18500000,4200000,Rejected,0
3943,0,Graduate,No,7600000,30100000,0.252491694,2,743,20700000,8700000,27600000,9600000,Approved,1
3944,2,Graduate,No,6200000,16900000,0.366863905,12,754,2300000,4200000,15300000,7900000,Approved,1
3945,0,Graduate,No,8900000,21600000,0.412037037,10,552,2300000,9900000,20700000,11900000,Approved,1
3946,4,Not Graduate,Yes,7900000,27300000,0.289377289,10,560,23100000,14400000,28500000,10900000,Approved,1
3947,1,Graduate,Yes,3500000,10800000,0.324074074,14,632,6900000,1500000,10900000,4200000,Approved,1
3948,2,Graduate,No,5300000,16700000,0.317365269,18,339,4600000,3300000,12000000,4100000,Rejected,0
3949,2,Not Graduate,No,1400000,3100000,0.451612903,4,881,3700000,400000,5000000,1100000,Approved,1
